id,count
0,81.75716924014907
1,237.68901955623605
2,76.08924125818078
4,29.606434774056236
5,43.60667798231838
10,119.65949144534366
11,172.80686699475476
12,288.4232790223215
15,28.086258169075958
17,97.20522795566255
18,289.04144756535857
23,242.50223054208226
25,117.12094330861397
26,38.95021382796761
31,237.28480476220136
39,155.61861916314479
40,24.55763710069578
41,207.0508691187985
42,294.670043162696
43,160.73278192743862
51,215.46792793339864
52,75.33913720280802
54,18.948881810582833
60,134.21350970977704
61,139.2581476593658
62,111.13807631537736
63,24.048340604352365
65,115.94775901337489
66,108.58686555438172
68,159.5788816374337
71,82.49042740940236
80,24.851478385450015
82,63.22742350340375
94,131.56955336176608
98,265.91437431779906
101,26.905755729676503
102,138.4894014034257
107,79.12001787141946
112,216.92297090354313
113,66.8699055298761
115,62.47537399143756
116,119.10746775541774
120,159.17657700092167
121,82.10103743530989
122,293.70851604859024
132,190.04009506713086
143,71.00180153250899
147,63.55075417860199
150,19.02950449047209
151,83.52245797531643
152,245.84047232975993
153,82.65036413568389
155,160.7150215618015
156,47.01668823585405
159,185.71153715422074
161,155.16419846679418
163,39.43353906666706
177,171.35741872651212
186,18.948881810582833
188,18.65064488253925
190,85.25626696380148
191,87.72963539431841
192,259.6334469297974
195,282.4828409600762
200,156.98457791123772
209,287.34476571499806
210,18.339987687553784
211,217.77177081986846
214,148.904386296123
215,24.728530440631083
218,105.11531046556351
219,38.39682849214654
222,155.37249184376412
225,18.21391417809961
228,295.4405701723533
236,213.08126851497883
241,30.498065834142437
242,178.56986356647926
243,227.17547461928146
245,18.584966476785446
247,272.1131123759605
251,132.96810902895024
252,83.3082269370066
253,83.04657136145254
254,90.57670864168297
258,286.13011191960953
260,62.902789222629124
261,167.8710557564676
265,84.34842603810247
266,273.19160911350076
267,273.23321752092073
269,169.82339476853227
270,63.53301773090798
275,104.52885954644145
278,39.56787654556853
279,83.09184627857861
286,86.63650958145517
287,24.79455856696171
288,202.58765006853218
289,156.1440061846763
293,19.049854950994558
294,173.43806020664653
297,49.046640133731955
302,107.43969238891026
303,61.31826789663287
304,43.20861610780221
307,102.09005604816697
309,18.487587060716045
311,171.67158918239195
312,143.08534149525497
314,197.96601137524533
315,227.58109756058505
319,177.0838263000168
322,112.8174942878948
323,63.70712719680421
325,126.26713975440649
327,265.6329009854944
330,39.092346990464534
332,205.62148622508633
333,19.11566225380443
