id,count
0,88.35
1,242.21
2,70.03
4,30.31
5,75.57
10,127.62
11,214.97
12,313.67
15,35.62
17,116.29
18,299.17
23,256.93
25,96.77
26,40.16
31,197.82
39,166.01
40,27.19
41,181.62
42,373.61
43,156.11
51,220.83
52,85.91
54,16.91
60,145.94
61,143.28
62,117.15
63,27.29
65,119.89
66,106.46
68,161.54
71,69.54
80,32.61
82,69.34
94,134.25
98,274.12
101,33.68
102,127.12
107,100.2
112,236.44
113,74.81
115,58.67
116,122.96
120,149.49
121,79.08
122,335.91
132,203.29
143,91.91
147,65.89
150,18.37
151,88.91
152,237.65
153,92.63
155,152.76
156,75.52
159,175.66
161,122.65
163,44.89
177,172.49
186,13.88
188,18.83
190,89.52
191,80.47
192,256.18
195,314.3
200,151.75
209,314.77
210,16.24
211,236.41
214,128.48
215,26.81
218,101.0
219,33.8
222,116.2
225,16.19
228,311.32
236,231.67
241,37.31
242,180.2
243,225.11
245,18.59
247,250.49
251,137.7
252,84.03
253,81.59
254,94.39
258,318.14
260,53.54
261,172.65
265,113.37
266,269.94
267,298.81
269,152.74
270,71.4
275,99.75
278,37.32
279,77.49
286,98.54
287,27.83
288,185.78
289,148.06
293,17.36
294,158.92
297,46.88
302,117.01
303,70.03
304,77.01
307,103.04
309,16.79
311,168.88
312,130.66
314,181.81
315,236.8
319,168.75
322,122.17
323,70.77
325,127.34
327,232.59
330,37.43
332,193.17
333,17.21
338,101.84
341,103.27
345,183.17
348,118.47
349,44.77
350,112.92
352,54.68
355,13.32
356,226.99
358,60.17
363,133.11
369,150.53
371,18.66
372,138.19
375,298.33
380,135.22
388,44.58
391,135.64
392,261.85
393,374.45
394,186.29
396,28.3
401,38.58
407,105.14
409,90.95
410,112.71
416,116.19
418,119.38
420,149.51
421,232.21
422,129.39
424,291.18
428,340.98
429,234.16
431,168.68
435,11.33
439,111.01
441,12.06
447,90.5
449,138.69
451,138.45
452,17.56
454,209.63
458,232.7
463,125.91
467,14.55
470,217.95
471,146.25
474,287.23
478,15.54
483,119.17
484,126.83
485,86.83
486,130.92
491,98.18
494,94.87
495,225.66
497,202.42
499,153.11
515,113.39
518,212.1
521,164.02
525,158.13
529,258.61
532,149.86
534,107.25
540,110.68
544,291.05
547,167.3
549,43.52
563,35.15
564,144.22
567,119.82
572,114.09
577,127.11
578,274.59
585,346.13
588,139.81
589,120.54
590,107.81
592,17.59
594,226.29
596,15.27
598,350.75
599,149.09
605,35.69
606,129.25
607,256.02
608,226.29
609,66.22
610,290.57
611,165.73
614,126.34
615,208.68
616,239.86
617,123.35
618,249.68
624,117.73
629,140.63
631,89.16
633,91.44
637,26.81
638,101.82
643,63.83
644,138.82
645,36.61
646,211.9
648,200.59
650,39.52
651,195.66
652,272.01
656,118.9
657,19.25
659,88.66
660,223.38
662,101.81
665,371.46
675,321.39
681,163.13
682,210.2
685,18.22
686,208.54
689,25.4
696,139.38
703,146.12
704,94.09
705,135.5
714,233.42
717,104.61
718,15.01
720,87.9
721,259.9
723,220.77
726,182.14
728,134.76
730,203.97
731,27.2
734,345.27
737,71.28
738,18.15
745,173.14
746,27.77
749,230.81
752,25.96
753,154.4
758,240.41
765,16.75
766,226.5
768,82.65
769,183.32
774,127.87
775,109.59
781,54.3
784,326.4
794,19.2
795,287.96
796,87.36
802,160.56
803,209.34
805,33.94
806,286.32
807,99.68
809,16.98
810,167.61
812,190.73
814,115.97
818,255.06
819,137.88
825,70.76
836,110.1
839,120.46
847,268.95
848,159.83
851,111.05
852,137.17
853,35.56
857,144.68
858,42.83
